,1,10,100,1000,10000
0,0.004176500000000027,0.004878799999999961,0.03433790000000003,0.1870252,1.8843154999999998
1,0.00019290000000005136,0.0018723999999998853,0.0187596000000001,0.18555719999999987,1.8858465
2,0.00018709999999977356,0.0018133000000002397,0.018104400000000354,0.18128300000000053,1.8924179999999993
3,0.00018549999999972755,0.0018500000000001293,0.018600300000000125,0.18240259999999964,1.876175700000001
4,0.00018359999999972842,0.0018115999999999133,0.01799660000000003,0.1863703999999995,1.9030381999999992
5,0.00018389999999968154,0.0018388999999991995,0.019347500000000295,0.1849601000000014,1.9103416000000006
6,0.0002022000000003743,0.001866200000000262,0.018764200000001452,0.18564270000000072,1.8955670999999992
7,0.00018269999999986908,0.0018284000000008405,0.017944299999999913,0.18413409999999963,1.8752703000000022
8,0.00018429999999725055,0.001817499999997807,0.018081500000000972,0.19168309999999877,1.8681354
9,0.000185099999999494,0.001817499999997807,0.018767800000002666,0.1840036000000005,1.9136276999999993
