1,10,100,1000,10000,100000,1000000,10000000
5.199999999996874e-06,2.799999999997249e-06,8.499999999994623e-06,0.00011409999999999199,0.0012106999999999951,0.012515499999999999,0.1138241,0.8793404
5.199999999927485e-06,1.7000000001043958e-06,5.799999999833716e-06,7.689999999982433e-05,0.0008200000000000429,0.00804270000000007,0.08390929999999996,0.5992503
4.2000000000097515e-06,1.1000000001981647e-06,3.5999999998814758e-06,4.6900000000071884e-05,0.0005018000000001077,0.005152999999999963,0.05138149999999997,0.5351385
3.5000000000451337e-06,1.000000000139778e-06,3.5000000000451337e-06,4.669999999995511e-05,0.0004982999999998405,0.005101199999999917,0.0511550999999999,0.5109572
3.5999999998814758e-06,1.000000000139778e-06,3.5000000000451337e-06,4.610000000004888e-05,0.0004966999999997945,0.005047299999999755,0.05106939999999982,0.5125121999999998
3.699999999717818e-06,1.000000000139778e-06,3.3999999997647024e-06,4.6900000000071884e-05,0.0004995000000000971,0.005279400000000045,0.05129230000000007,0.5117644000000001
4.500000000184912e-06,1.1000000004202093e-06,3.9000000002786805e-06,4.6899999999183706e-05,0.0005027000000001891,0.005196300000000598,0.051071300000000264,0.5115425
1.81000000001319e-05,2.7999999998584713e-06,6.800000000417583e-06,5.810000000039395e-05,0.0005298000000006908,0.005126800000000209,0.051075299999999935,0.5110184999999996
7.5000000006042455e-06,1.1999999998124622e-06,4.699999999857596e-06,4.730000000030543e-05,0.0005766000000004823,0.005105399999999705,0.0510729999999997,0.5116573999999998
3.3999999997647024e-06,1.1999999998124622e-06,3.5999999994373866e-06,4.669999999951102e-05,0.0004966999999993504,0.00509399999999971,0.0518945000000004,0.5121515999999993
